epoch,miou,pixel_accuracy,loss,timestamp,phase
64,0.8425665393252352,0.9870945753249447,0.03967112817068016,2025-12-20 19:55:49,train
65,0.847854925959741,0.9873233896441165,0.038596291490624435,2025-12-20 19:57:33,train
66,0.8477009151548505,0.987608749254615,0.03834615077460762,2025-12-20 19:59:18,train
67,0.8440137016313691,0.9871338025658531,0.03999351818872764,2025-12-20 20:01:03,train
68,0.8493773213047132,0.9876331565654384,0.038219569465227886,2025-12-20 20:02:50,train
69,0.8458049660789011,0.9873048900502973,0.03998608267412777,2025-12-20 20:04:37,train
70,0.8496600039094964,0.9877491841274025,0.037871657590488945,2025-12-20 20:06:22,train
71,0.8502741880047218,0.9878126836456029,0.038438845244524754,2025-12-20 20:08:03,train
72,0.8513227876495904,0.9877572186225283,0.03747712871867471,2025-12-20 20:09:48,train
73,0.8531770920437826,0.9879538612028139,0.037049254039879395,2025-12-20 20:11:35,train
74,0.8526345723138575,0.9880049038777309,0.03768936269380878,2025-12-20 20:13:20,train
75,0.8556281020220533,0.9881513815010543,0.03741469750164357,2025-12-20 20:15:04,train
76,0.8520049927530999,0.9879422483191026,0.036848955507497345,2025-12-20 20:16:47,train
77,0.8546275616620198,0.9880940260085385,0.03682347068118047,2025-12-20 20:18:33,train
78,0.8566994456356628,0.9883234817369849,0.03626125856442789,2025-12-20 20:20:15,train
79,0.8572944400206726,0.9883793518606541,0.03562928043899283,2025-12-20 20:21:57,train
80,0.8547131317968877,0.9881064828518218,0.035826271399855614,2025-12-20 20:23:37,train
81,0.8537959894003622,0.9881964827005842,0.03736458784711044,2025-12-20 20:25:20,train
82,0.8551748653811915,0.9882593408095098,0.0364114997034843,2025-12-20 20:27:01,train
83,0.8568326202817523,0.9884370449369988,0.03641462650776437,2025-12-20 20:28:46,train
84,0.8572305659679473,0.988330604755773,0.03579446580260992,2025-12-20 20:30:33,train
85,0.8587795837949505,0.9885166809622166,0.03572549906649948,2025-12-20 20:32:17,train
86,0.8600101788915339,0.9887061330069483,0.035308113057924584,2025-12-20 20:34:00,train
87,0.8591273617817704,0.988556482095634,0.035125280260644126,2025-12-20 20:35:42,train
88,0.8609838687841032,0.988798327150598,0.03471395192024982,2025-12-20 20:37:24,train
89,0.8601087129263529,0.9886734548923188,0.03481070483020977,2025-12-20 20:39:07,train
90,0.8623119263127776,0.9888527119054203,0.03406609657459554,2025-12-20 20:40:50,train
91,0.8621963376262216,0.9887442462212217,0.03506480742542617,2025-12-20 20:42:39,train
92,0.8654693337207718,0.9890377753603775,0.034058941346881665,2025-12-20 20:44:24,train
93,0.8675240128729789,0.9893383937599385,0.033251388839124575,2025-12-20 20:46:09,train
94,0.8694611554126463,0.9896052537766178,0.032121500362996505,2025-12-20 20:47:55,train
95,0.8699979694372182,0.9895865178741186,0.0325266160235732,2025-12-20 20:49:48,train
96,0.8692031405941439,0.9894979358774371,0.03267843990001531,2025-12-20 20:51:31,train
97,0.8701671819702405,0.9896117353861311,0.03338253155218816,2025-12-20 20:53:20,train
98,0.8717474625592405,0.9897107149647401,0.03257941951629071,2025-12-20 20:55:00,train
99,0.8690102695810469,0.9895089073518736,0.0324115770234339,2025-12-20 20:56:38,train
100,0.8735056514423458,0.9898186405148126,0.030781903477237287,2025-12-20 20:58:16,train
101,0.8723463558894897,0.9897962587069621,0.031157799905775923,2025-12-20 20:59:54,train
